group_by,group,n,mean,mae,rmse,median,std,p50,p75,p90,p95
height_category,30,137,1.269877973695683,1.269877973695683,1.5555004077060204,0.99897824964118,0.9016236526179228,0.99897824964118,1.552485380240272,2.173815414252892,2.8156599203194563
height_category,40,24,1.5274153572594298,1.5274153572594298,1.5981377064593232,1.5531698990130356,0.4802678113919873,1.5531698990130356,1.6429029908665622,1.8682483473770584,2.5111420499132437
height_category,50,89,1.5570226383125887,1.5570226383125887,1.9667661444720512,1.068143561815816,1.2084109203040962,1.068143561815816,1.6138960592390794,3.7518249202979375,4.053595109700246
scene_id,scene_08,167,1.315537344979327,1.315537344979327,1.561807993498031,1.1021569347776667,0.8443189039518234,1.1021569347776667,1.6266205688799036,2.172206613487103,2.758043453521204
scene_id,scene_09,83,1.5603798695037066,1.5603798695037066,1.9930390647990959,1.0055024028567885,1.247464786457486,1.0055024028567885,1.5561142037086004,3.8042177166078517,4.091033958637157
sequence_id,scene_08,167,1.315537344979327,1.315537344979327,1.561807993498031,1.1021569347776667,0.8443189039518234,1.1021569347776667,1.6266205688799036,2.172206613487103,2.758043453521204
sequence_id,scene_09,83,1.5603798695037066,1.5603798695037066,1.9930390647990959,1.0055024028567885,1.247464786457486,1.0055024028567885,1.5561142037086004,3.8042177166078517,4.091033958637157
vehicle_size,large_300plus,138,1.802137155140174,1.802137155140174,2.1219520259556734,1.5078447739851235,1.1243409303317908,1.5078447739851235,2.1525616321569645,3.3761576881204194,4.162993466714682
vehicle_size,medium_100_299,112,0.8974226640268862,0.8974226640268862,1.0162820844176275,0.8462757378731427,0.4790731081365945,0.8462757378731427,1.0465163162607705,1.268096585323492,1.4333581583781725
