sample_uid,split,scene_id,sequence_id,frame_id,height_m,height_category,scene_category,gt_instances,pred_instances,iou_threshold,tp,fp,fn,precision,recall,f1,absolute_count_error
scene_08_30_000303,test,scene_08,scene_08,000303,30,30,scene_08,22,24,0.5,0,24,22,0.0,0.0,0.0,2
scene_08_30_000304,test,scene_08,scene_08,000304,30,30,scene_08,19,14,0.25,1,13,18,0.07142857142857142,0.05263157894736842,0.06060606060606061,5
scene_08_30_000304,test,scene_08,scene_08,000304,30,30,scene_08,19,14,0.5,0,14,19,0.0,0.0,0.0,5
scene_08_30_000305,test,scene_08,scene_08,000305,30,30,scene_08,18,12,0.25,0,12,18,0.0,0.0,0.0,6
scene_08_30_000305,test,scene_08,scene_08,000305,30,30,scene_08,18,12,0.5,0,12,18,0.0,0.0,0.0,6
scene_08_30_000306,test,scene_08,scene_08,000306,30,30,scene_08,16,11,0.25,0,11,16,0.0,0.0,0.0,5
scene_08_30_000306,test,scene_08,scene_08,000306,30,30,scene_08,16,11,0.5,0,11,16,0.0,0.0,0.0,5
scene_08_30_000307,test,scene_08,scene_08,000307,30,30,scene_08,14,7,0.25,0,7,14,0.0,0.0,0.0,7
scene_08_30_000307,test,scene_08,scene_08,000307,30,30,scene_08,14,7,0.5,0,7,14,0.0,0.0,0.0,7
scene_08_30_000308,test,scene_08,scene_08,000308,30,30,scene_08,15,5,0.25,0,5,15,0.0,0.0,0.0,10
scene_08_30_000308,test,scene_08,scene_08,000308,30,30,scene_08,15,5,0.5,0,5,15,0.0,0.0,0.0,10
scene_08_30_000309,test,scene_08,scene_08,000309,30,30,scene_08,11,3,0.25,0,3,11,0.0,0.0,0.0,8
scene_08_30_000309,test,scene_08,scene_08,000309,30,30,scene_08,11,3,0.5,0,3,11,0.0,0.0,0.0,8
scene_08_30_000310,test,scene_08,scene_08,000310,30,30,scene_08,10,2,0.25,0,2,10,0.0,0.0,0.0,8
scene_08_30_000310,test,scene_08,scene_08,000310,30,30,scene_08,10,2,0.5,0,2,10,0.0,0.0,0.0,8
scene_08_30_000313,test,scene_08,scene_08,000313,30,30,scene_08,9,6,0.25,0,6,9,0.0,0.0,0.0,3
scene_08_30_000313,test,scene_08,scene_08,000313,30,30,scene_08,9,6,0.5,0,6,9,0.0,0.0,0.0,3
scene_08_30_000314,test,scene_08,scene_08,000314,30,30,scene_08,16,6,0.25,0,6,16,0.0,0.0,0.0,10
scene_08_30_000314,test,scene_08,scene_08,000314,30,30,scene_08,16,6,0.5,0,6,16,0.0,0.0,0.0,10
scene_08_30_000315,test,scene_08,scene_08,000315,30,30,scene_08,15,8,0.25,0,8,15,0.0,0.0,0.0,7
scene_08_30_000315,test,scene_08,scene_08,000315,30,30,scene_08,15,8,0.5,0,8,15,0.0,0.0,0.0,7
scene_08_30_000316,test,scene_08,scene_08,000316,30,30,scene_08,15,20,0.25,0,20,15,0.0,0.0,0.0,5
scene_08_30_000316,test,scene_08,scene_08,000316,30,30,scene_08,15,20,0.5,0,20,15,0.0,0.0,0.0,5
scene_08_30_000317,test,scene_08,scene_08,000317,30,30,scene_08,20,10,0.25,0,10,20,0.0,0.0,0.0,10
scene_08_30_000317,test,scene_08,scene_08,000317,30,30,scene_08,20,10,0.5,0,10,20,0.0,0.0,0.0,10
scene_08_30_000318,test,scene_08,scene_08,000318,30,30,scene_08,18,9,0.25,0,9,18,0.0,0.0,0.0,9
scene_08_30_000318,test,scene_08,scene_08,000318,30,30,scene_08,18,9,0.5,0,9,18,0.0,0.0,0.0,9
scene_08_30_000319,test,scene_08,scene_08,000319,30,30,scene_08,20,12,0.25,0,12,20,0.0,0.0,0.0,8
scene_08_30_000319,test,scene_08,scene_08,000319,30,30,scene_08,20,12,0.5,0,12,20,0.0,0.0,0.0,8
scene_08_30_000320,test,scene_08,scene_08,000320,30,30,scene_08,19,7,0.25,0,7,19,0.0,0.0,0.0,12
scene_08_30_000320,test,scene_08,scene_08,000320,30,30,scene_08,19,7,0.5,0,7,19,0.0,0.0,0.0,12
scene_08_30_000321,test,scene_08,scene_08,000321,30,30,scene_08,19,10,0.25,0,10,19,0.0,0.0,0.0,9
scene_08_30_000321,test,scene_08,scene_08,000321,30,30,scene_08,19,10,0.5,0,10,19,0.0,0.0,0.0,9
scene_08_30_000322,test,scene_08,scene_08,000322,30,30,scene_08,17,24,0.25,0,24,17,0.0,0.0,0.0,7
scene_08_30_000322,test,scene_08,scene_08,000322,30,30,scene_08,17,24,0.5,0,24,17,0.0,0.0,0.0,7
scene_08_30_000323,test,scene_08,scene_08,000323,30,30,scene_08,16,24,0.25,1,23,15,0.041666666666666664,0.0625,0.05,8
scene_08_30_000323,test,scene_08,scene_08,000323,30,30,scene_08,16,24,0.5,0,24,16,0.0,0.0,0.0,8
scene_08_30_000324,test,scene_08,scene_08,000324,30,30,scene_08,13,22,0.25,1,21,12,0.045454545454545456,0.07692307692307693,0.05714285714285714,9
scene_08_30_000324,test,scene_08,scene_08,000324,30,30,scene_08,13,22,0.5,0,22,13,0.0,0.0,0.0,9
scene_08_30_000325,test,scene_08,scene_08,000325,30,30,scene_08,15,13,0.25,1,12,14,0.07692307692307693,0.06666666666666667,0.07142857142857142,2
scene_08_30_000325,test,scene_08,scene_08,000325,30,30,scene_08,15,13,0.5,0,13,15,0.0,0.0,0.0,2
scene_08_30_000326,test,scene_08,scene_08,000326,30,30,scene_08,18,13,0.25,1,12,17,0.07692307692307693,0.05555555555555555,0.06451612903225806,5
scene_08_30_000326,test,scene_08,scene_08,000326,30,30,scene_08,18,13,0.5,0,13,18,0.0,0.0,0.0,5
scene_08_30_000327,test,scene_08,scene_08,000327,30,30,scene_08,16,12,0.25,0,12,16,0.0,0.0,0.0,4
scene_08_30_000327,test,scene_08,scene_08,000327,30,30,scene_08,16,12,0.5,0,12,16,0.0,0.0,0.0,4
scene_08_30_000328,test,scene_08,scene_08,000328,30,30,scene_08,12,19,0.25,2,17,10,0.10526315789473684,0.16666666666666666,0.12903225806451613,7
scene_08_30_000328,test,scene_08,scene_08,000328,30,30,scene_08,12,19,0.5,0,19,12,0.0,0.0,0.0,7
scene_08_30_000329,test,scene_08,scene_08,000329,30,30,scene_08,11,11,0.25,1,10,10,0.09090909090909091,0.09090909090909091,0.09090909090909091,0
scene_08_30_000329,test,scene_08,scene_08,000329,30,30,scene_08,11,11,0.5,0,11,11,0.0,0.0,0.0,0
scene_08_30_000330,test,scene_08,scene_08,000330,30,30,scene_08,11,6,0.25,1,5,10,0.16666666666666666,0.09090909090909091,0.11764705882352941,5
scene_08_30_000330,test,scene_08,scene_08,000330,30,30,scene_08,11,6,0.5,0,6,11,0.0,0.0,0.0,5
scene_08_30_000331,test,scene_08,scene_08,000331,30,30,scene_08,9,15,0.25,0,15,9,0.0,0.0,0.0,6
scene_08_30_000331,test,scene_08,scene_08,000331,30,30,scene_08,9,15,0.5,0,15,9,0.0,0.0,0.0,6
scene_08_30_000332,test,scene_08,scene_08,000332,30,30,scene_08,9,9,0.25,0,9,9,0.0,0.0,0.0,0
scene_08_30_000332,test,scene_08,scene_08,000332,30,30,scene_08,9,9,0.5,0,9,9,0.0,0.0,0.0,0
scene_08_30_000333,test,scene_08,scene_08,000333,30,30,scene_08,8,11,0.25,0,11,8,0.0,0.0,0.0,3
scene_08_30_000333,test,scene_08,scene_08,000333,30,30,scene_08,8,11,0.5,0,11,8,0.0,0.0,0.0,3
scene_08_30_000334,test,scene_08,scene_08,000334,30,30,scene_08,8,11,0.25,0,11,8,0.0,0.0,0.0,3
scene_08_30_000334,test,scene_08,scene_08,000334,30,30,scene_08,8,11,0.5,0,11,8,0.0,0.0,0.0,3
scene_08_30_000335,test,scene_08,scene_08,000335,30,30,scene_08,9,12,0.25,0,12,9,0.0,0.0,0.0,3
scene_08_30_000335,test,scene_08,scene_08,000335,30,30,scene_08,9,12,0.5,0,12,9,0.0,0.0,0.0,3
scene_08_30_000336,test,scene_08,scene_08,000336,30,30,scene_08,9,10,0.25,0,10,9,0.0,0.0,0.0,1
scene_08_30_000336,test,scene_08,scene_08,000336,30,30,scene_08,9,10,0.5,0,10,9,0.0,0.0,0.0,1
scene_08_30_000337,test,scene_08,scene_08,000337,30,30,scene_08,11,11,0.25,0,11,11,0.0,0.0,0.0,0
scene_08_30_000337,test,scene_08,scene_08,000337,30,30,scene_08,11,11,0.5,0,11,11,0.0,0.0,0.0,0
scene_08_30_000338,test,scene_08,scene_08,000338,30,30,scene_08,16,11,0.25,0,11,16,0.0,0.0,0.0,5
scene_08_30_000338,test,scene_08,scene_08,000338,30,30,scene_08,16,11,0.5,0,11,16,0.0,0.0,0.0,5
scene_08_30_000339,test,scene_08,scene_08,000339,30,30,scene_08,15,10,0.25,0,10,15,0.0,0.0,0.0,5
scene_08_30_000339,test,scene_08,scene_08,000339,30,30,scene_08,15,10,0.5,0,10,15,0.0,0.0,0.0,5
scene_08_30_000340,test,scene_08,scene_08,000340,30,30,scene_08,13,10,0.25,0,10,13,0.0,0.0,0.0,3
scene_08_30_000340,test,scene_08,scene_08,000340,30,30,scene_08,13,10,0.5,0,10,13,0.0,0.0,0.0,3
scene_08_30_000341,test,scene_08,scene_08,000341,30,30,scene_08,14,11,0.25,0,11,14,0.0,0.0,0.0,3
scene_08_30_000341,test,scene_08,scene_08,000341,30,30,scene_08,14,11,0.5,0,11,14,0.0,0.0,0.0,3
scene_08_30_000342,test,scene_08,scene_08,000342,30,30,scene_08,14,6,0.25,0,6,14,0.0,0.0,0.0,8
scene_08_30_000342,test,scene_08,scene_08,000342,30,30,scene_08,14,6,0.5,0,6,14,0.0,0.0,0.0,8
scene_08_30_000343,test,scene_08,scene_08,000343,30,30,scene_08,16,10,0.25,0,10,16,0.0,0.0,0.0,6
scene_08_30_000343,test,scene_08,scene_08,000343,30,30,scene_08,16,10,0.5,0,10,16,0.0,0.0,0.0,6
scene_08_30_000344,test,scene_08,scene_08,000344,30,30,scene_08,15,6,0.25,0,6,15,0.0,0.0,0.0,9
scene_08_30_000344,test,scene_08,scene_08,000344,30,30,scene_08,15,6,0.5,0,6,15,0.0,0.0,0.0,9
scene_08_30_000345,test,scene_08,scene_08,000345,30,30,scene_08,19,5,0.25,0,5,19,0.0,0.0,0.0,14
scene_08_30_000345,test,scene_08,scene_08,000345,30,30,scene_08,19,5,0.5,0,5,19,0.0,0.0,0.0,14
scene_08_30_000346,test,scene_08,scene_08,000346,30,30,scene_08,18,2,0.25,0,2,18,0.0,0.0,0.0,16
scene_08_30_000346,test,scene_08,scene_08,000346,30,30,scene_08,18,2,0.5,0,2,18,0.0,0.0,0.0,16
scene_08_30_000347,test,scene_08,scene_08,000347,30,30,scene_08,14,0,0.25,0,0,14,0.0,0.0,0.0,14
scene_08_30_000347,test,scene_08,scene_08,000347,30,30,scene_08,14,0,0.5,0,0,14,0.0,0.0,0.0,14
scene_08_30_000348,test,scene_08,scene_08,000348,30,30,scene_08,12,0,0.25,0,0,12,0.0,0.0,0.0,12
scene_08_30_000348,test,scene_08,scene_08,000348,30,30,scene_08,12,0,0.5,0,0,12,0.0,0.0,0.0,12
scene_08_30_000349,test,scene_08,scene_08,000349,30,30,scene_08,10,0,0.25,0,0,10,0.0,0.0,0.0,10
scene_08_30_000349,test,scene_08,scene_08,000349,30,30,scene_08,10,0,0.5,0,0,10,0.0,0.0,0.0,10
scene_08_30_000351,test,scene_08,scene_08,000351,30,30,scene_08,15,6,0.25,0,6,15,0.0,0.0,0.0,9
scene_08_30_000351,test,scene_08,scene_08,000351,30,30,scene_08,15,6,0.5,0,6,15,0.0,0.0,0.0,9
scene_08_30_000352,test,scene_08,scene_08,000352,30,30,scene_08,13,14,0.25,0,14,13,0.0,0.0,0.0,1
scene_08_30_000352,test,scene_08,scene_08,000352,30,30,scene_08,13,14,0.5,0,14,13,0.0,0.0,0.0,1
scene_08_30_000353,test,scene_08,scene_08,000353,30,30,scene_08,14,5,0.25,0,5,14,0.0,0.0,0.0,9
scene_08_30_000353,test,scene_08,scene_08,000353,30,30,scene_08,14,5,0.5,0,5,14,0.0,0.0,0.0,9
scene_08_30_000354,test,scene_08,scene_08,000354,30,30,scene_08,15,17,0.25,0,17,15,0.0,0.0,0.0,2
scene_08_30_000354,test,scene_08,scene_08,000354,30,30,scene_08,15,17,0.5,0,17,15,0.0,0.0,0.0,2
scene_08_30_000355,test,scene_08,scene_08,000355,30,30,scene_08,13,11,0.25,0,11,13,0.0,0.0,0.0,2
scene_08_30_000355,test,scene_08,scene_08,000355,30,30,scene_08,13,11,0.5,0,11,13,0.0,0.0,0.0,2
scene_08_30_000356,test,scene_08,scene_08,000356,30,30,scene_08,15,19,0.25,0,19,15,0.0,0.0,0.0,4
scene_08_30_000356,test,scene_08,scene_08,000356,30,30,scene_08,15,19,0.5,0,19,15,0.0,0.0,0.0,4
scene_08_30_000357,test,scene_08,scene_08,000357,30,30,scene_08,14,13,0.25,0,13,14,0.0,0.0,0.0,1
scene_08_30_000357,test,scene_08,scene_08,000357,30,30,scene_08,14,13,0.5,0,13,14,0.0,0.0,0.0,1
scene_08_30_000358,test,scene_08,scene_08,000358,30,30,scene_08,14,11,0.25,0,11,14,0.0,0.0,0.0,3
scene_08_30_000358,test,scene_08,scene_08,000358,30,30,scene_08,14,11,0.5,0,11,14,0.0,0.0,0.0,3
scene_08_30_000359,test,scene_08,scene_08,000359,30,30,scene_08,14,8,0.25,0,8,14,0.0,0.0,0.0,6
scene_08_30_000359,test,scene_08,scene_08,000359,30,30,scene_08,14,8,0.5,0,8,14,0.0,0.0,0.0,6
scene_08_30_000360,test,scene_08,scene_08,000360,30,30,scene_08,8,13,0.25,0,13,8,0.0,0.0,0.0,5
scene_08_30_000360,test,scene_08,scene_08,000360,30,30,scene_08,8,13,0.5,0,13,8,0.0,0.0,0.0,5
scene_08_30_000361,test,scene_08,scene_08,000361,30,30,scene_08,6,9,0.25,0,9,6,0.0,0.0,0.0,3
scene_08_30_000361,test,scene_08,scene_08,000361,30,30,scene_08,6,9,0.5,0,9,6,0.0,0.0,0.0,3
scene_08_30_000362,test,scene_08,scene_08,000362,30,30,scene_08,5,7,0.25,0,7,5,0.0,0.0,0.0,2
scene_08_30_000362,test,scene_08,scene_08,000362,30,30,scene_08,5,7,0.5,0,7,5,0.0,0.0,0.0,2
scene_08_30_000363,test,scene_08,scene_08,000363,30,30,scene_08,6,5,0.25,0,5,6,0.0,0.0,0.0,1
scene_08_30_000363,test,scene_08,scene_08,000363,30,30,scene_08,6,5,0.5,0,5,6,0.0,0.0,0.0,1
scene_08_30_000364,test,scene_08,scene_08,000364,30,30,scene_08,5,4,0.25,0,4,5,0.0,0.0,0.0,1
scene_08_30_000364,test,scene_08,scene_08,000364,30,30,scene_08,5,4,0.5,0,4,5,0.0,0.0,0.0,1
scene_08_30_000365,test,scene_08,scene_08,000365,30,30,scene_08,6,14,0.25,0,14,6,0.0,0.0,0.0,8
scene_08_30_000365,test,scene_08,scene_08,000365,30,30,scene_08,6,14,0.5,0,14,6,0.0,0.0,0.0,8
scene_08_30_000366,test,scene_08,scene_08,000366,30,30,scene_08,6,7,0.25,0,7,6,0.0,0.0,0.0,1
scene_08_30_000366,test,scene_08,scene_08,000366,30,30,scene_08,6,7,0.5,0,7,6,0.0,0.0,0.0,1
scene_08_30_000367,test,scene_08,scene_08,000367,30,30,scene_08,6,10,0.25,0,10,6,0.0,0.0,0.0,4
scene_08_30_000367,test,scene_08,scene_08,000367,30,30,scene_08,6,10,0.5,0,10,6,0.0,0.0,0.0,4
scene_08_30_000368,test,scene_08,scene_08,000368,30,30,scene_08,5,8,0.25,0,8,5,0.0,0.0,0.0,3
scene_08_30_000368,test,scene_08,scene_08,000368,30,30,scene_08,5,8,0.5,0,8,5,0.0,0.0,0.0,3
scene_08_30_000369,test,scene_08,scene_08,000369,30,30,scene_08,5,10,0.25,0,10,5,0.0,0.0,0.0,5
scene_08_30_000369,test,scene_08,scene_08,000369,30,30,scene_08,5,10,0.5,0,10,5,0.0,0.0,0.0,5
scene_08_30_000370,test,scene_08,scene_08,000370,30,30,scene_08,5,5,0.25,0,5,5,0.0,0.0,0.0,0
scene_08_30_000370,test,scene_08,scene_08,000370,30,30,scene_08,5,5,0.5,0,5,5,0.0,0.0,0.0,0
scene_08_30_000371,test,scene_08,scene_08,000371,30,30,scene_08,6,6,0.25,0,6,6,0.0,0.0,0.0,0
scene_08_30_000371,test,scene_08,scene_08,000371,30,30,scene_08,6,6,0.5,0,6,6,0.0,0.0,0.0,0
scene_08_30_000372,test,scene_08,scene_08,000372,30,30,scene_08,6,8,0.25,0,8,6,0.0,0.0,0.0,2
scene_08_30_000372,test,scene_08,scene_08,000372,30,30,scene_08,6,8,0.5,0,8,6,0.0,0.0,0.0,2
scene_08_30_000373,test,scene_08,scene_08,000373,30,30,scene_08,9,5,0.25,0,5,9,0.0,0.0,0.0,4
scene_08_30_000373,test,scene_08,scene_08,000373,30,30,scene_08,9,5,0.5,0,5,9,0.0,0.0,0.0,4
scene_08_30_000374,test,scene_08,scene_08,000374,30,30,scene_08,9,4,0.25,0,4,9,0.0,0.0,0.0,5
scene_08_30_000374,test,scene_08,scene_08,000374,30,30,scene_08,9,4,0.5,0,4,9,0.0,0.0,0.0,5
scene_08_30_000375,test,scene_08,scene_08,000375,30,30,scene_08,7,16,0.25,0,16,7,0.0,0.0,0.0,9
scene_08_30_000375,test,scene_08,scene_08,000375,30,30,scene_08,7,16,0.5,0,16,7,0.0,0.0,0.0,9
scene_08_30_000376,test,scene_08,scene_08,000376,30,30,scene_08,5,20,0.25,0,20,5,0.0,0.0,0.0,15
scene_08_30_000376,test,scene_08,scene_08,000376,30,30,scene_08,5,20,0.5,0,20,5,0.0,0.0,0.0,15
scene_08_30_000377,test,scene_08,scene_08,000377,30,30,scene_08,4,13,0.25,0,13,4,0.0,0.0,0.0,9
scene_08_30_000377,test,scene_08,scene_08,000377,30,30,scene_08,4,13,0.5,0,13,4,0.0,0.0,0.0,9
scene_08_30_000378,test,scene_08,scene_08,000378,30,30,scene_08,4,14,0.25,0,14,4,0.0,0.0,0.0,10
scene_08_30_000378,test,scene_08,scene_08,000378,30,30,scene_08,4,14,0.5,0,14,4,0.0,0.0,0.0,10
scene_08_30_000379,test,scene_08,scene_08,000379,30,30,scene_08,4,13,0.25,0,13,4,0.0,0.0,0.0,9
scene_08_30_000379,test,scene_08,scene_08,000379,30,30,scene_08,4,13,0.5,0,13,4,0.0,0.0,0.0,9
scene_08_30_000380,test,scene_08,scene_08,000380,30,30,scene_08,4,7,0.25,0,7,4,0.0,0.0,0.0,3
scene_08_30_000380,test,scene_08,scene_08,000380,30,30,scene_08,4,7,0.5,0,7,4,0.0,0.0,0.0,3
scene_08_30_000381,test,scene_08,scene_08,000381,30,30,scene_08,5,5,0.25,0,5,5,0.0,0.0,0.0,0
scene_08_30_000381,test,scene_08,scene_08,000381,30,30,scene_08,5,5,0.5,0,5,5,0.0,0.0,0.0,0
scene_08_30_000382,test,scene_08,scene_08,000382,30,30,scene_08,4,1,0.25,0,1,4,0.0,0.0,0.0,3
scene_08_30_000382,test,scene_08,scene_08,000382,30,30,scene_08,4,1,0.5,0,1,4,0.0,0.0,0.0,3
scene_08_40_000000,test,scene_08,scene_08,000000,40,40,scene_08,11,12,0.25,0,12,11,0.0,0.0,0.0,1
scene_08_40_000000,test,scene_08,scene_08,000000,40,40,scene_08,11,12,0.5,0,12,11,0.0,0.0,0.0,1
scene_08_40_000001,test,scene_08,scene_08,000001,40,40,scene_08,14,19,0.25,0,19,14,0.0,0.0,0.0,5
scene_08_40_000001,test,scene_08,scene_08,000001,40,40,scene_08,14,19,0.5,0,19,14,0.0,0.0,0.0,5
scene_08_40_000002,test,scene_08,scene_08,000002,40,40,scene_08,17,25,0.25,0,25,17,0.0,0.0,0.0,8
scene_08_40_000002,test,scene_08,scene_08,000002,40,40,scene_08,17,25,0.5,0,25,17,0.0,0.0,0.0,8
scene_08_40_000003,test,scene_08,scene_08,000003,40,40,scene_08,17,21,0.25,0,21,17,0.0,0.0,0.0,4
scene_08_40_000003,test,scene_08,scene_08,000003,40,40,scene_08,17,21,0.5,0,21,17,0.0,0.0,0.0,4
scene_08_40_000004,test,scene_08,scene_08,000004,40,40,scene_08,17,23,0.25,0,23,17,0.0,0.0,0.0,6
scene_08_40_000004,test,scene_08,scene_08,000004,40,40,scene_08,17,23,0.5,0,23,17,0.0,0.0,0.0,6
scene_08_40_000005,test,scene_08,scene_08,000005,40,40,scene_08,19,17,0.25,0,17,19,0.0,0.0,0.0,2
scene_08_40_000005,test,scene_08,scene_08,000005,40,40,scene_08,19,17,0.5,0,17,19,0.0,0.0,0.0,2
scene_08_40_000006,test,scene_08,scene_08,000006,40,40,scene_08,16,18,0.25,0,18,16,0.0,0.0,0.0,2
scene_08_40_000006,test,scene_08,scene_08,000006,40,40,scene_08,16,18,0.5,0,18,16,0.0,0.0,0.0,2
scene_08_40_000007,test,scene_08,scene_08,000007,40,40,scene_08,16,15,0.25,1,14,15,0.06666666666666667,0.0625,0.06451612903225806,1
scene_08_40_000007,test,scene_08,scene_08,000007,40,40,scene_08,16,15,0.5,0,15,16,0.0,0.0,0.0,1
scene_08_40_000008,test,scene_08,scene_08,000008,40,40,scene_08,10,13,0.25,1,12,9,0.07692307692307693,0.1,0.08695652173913043,3
scene_08_40_000008,test,scene_08,scene_08,000008,40,40,scene_08,10,13,0.5,0,13,10,0.0,0.0,0.0,3
scene_08_40_000009,test,scene_08,scene_08,000009,40,40,scene_08,10,7,0.25,0,7,10,0.0,0.0,0.0,3
scene_08_40_000009,test,scene_08,scene_08,000009,40,40,scene_08,10,7,0.5,0,7,10,0.0,0.0,0.0,3
scene_08_40_000010,test,scene_08,scene_08,000010,40,40,scene_08,7,8,0.25,1,7,6,0.125,0.14285714285714285,0.13333333333333333,1
scene_08_40_000010,test,scene_08,scene_08,000010,40,40,scene_08,7,8,0.5,0,8,7,0.0,0.0,0.0,1
scene_08_40_000011,test,scene_08,scene_08,000011,40,40,scene_08,5,9,0.25,0,9,5,0.0,0.0,0.0,4
scene_08_40_000011,test,scene_08,scene_08,000011,40,40,scene_08,5,9,0.5,0,9,5,0.0,0.0,0.0,4
scene_08_40_000012,test,scene_08,scene_08,000012,40,40,scene_08,5,6,0.25,0,6,5,0.0,0.0,0.0,1
scene_08_40_000012,test,scene_08,scene_08,000012,40,40,scene_08,5,6,0.5,0,6,5,0.0,0.0,0.0,1
scene_08_40_000013,test,scene_08,scene_08,000013,40,40,scene_08,3,15,0.25,0,15,3,0.0,0.0,0.0,12
scene_08_40_000013,test,scene_08,scene_08,000013,40,40,scene_08,3,15,0.5,0,15,3,0.0,0.0,0.0,12
scene_08_40_000016,test,scene_08,scene_08,000016,40,40,scene_08,2,8,0.25,0,8,2,0.0,0.0,0.0,6
scene_08_40_000016,test,scene_08,scene_08,000016,40,40,scene_08,2,8,0.5,0,8,2,0.0,0.0,0.0,6
scene_08_40_000017,test,scene_08,scene_08,000017,40,40,scene_08,2,9,0.25,0,9,2,0.0,0.0,0.0,7
scene_08_40_000017,test,scene_08,scene_08,000017,40,40,scene_08,2,9,0.5,0,9,2,0.0,0.0,0.0,7
scene_08_40_000018,test,scene_08,scene_08,000018,40,40,scene_08,3,4,0.25,0,4,3,0.0,0.0,0.0,1
scene_08_40_000018,test,scene_08,scene_08,000018,40,40,scene_08,3,4,0.5,0,4,3,0.0,0.0,0.0,1
scene_08_40_000019,test,scene_08,scene_08,000019,40,40,scene_08,3,8,0.25,0,8,3,0.0,0.0,0.0,5
scene_08_40_000019,test,scene_08,scene_08,000019,40,40,scene_08,3,8,0.5,0,8,3,0.0,0.0,0.0,5
scene_08_40_000022,test,scene_08,scene_08,000022,40,40,scene_08,4,11,0.25,0,11,4,0.0,0.0,0.0,7
scene_08_40_000022,test,scene_08,scene_08,000022,40,40,scene_08,4,11,0.5,0,11,4,0.0,0.0,0.0,7
scene_08_40_000023,test,scene_08,scene_08,000023,40,40,scene_08,4,21,0.25,0,21,4,0.0,0.0,0.0,17
scene_08_40_000023,test,scene_08,scene_08,000023,40,40,scene_08,4,21,0.5,0,21,4,0.0,0.0,0.0,17
scene_08_40_000024,test,scene_08,scene_08,000024,40,40,scene_08,9,19,0.25,0,19,9,0.0,0.0,0.0,10
scene_08_40_000024,test,scene_08,scene_08,000024,40,40,scene_08,9,19,0.5,0,19,9,0.0,0.0,0.0,10
scene_08_40_000025,test,scene_08,scene_08,000025,40,40,scene_08,14,8,0.25,0,8,14,0.0,0.0,0.0,6
scene_08_40_000025,test,scene_08,scene_08,000025,40,40,scene_08,14,8,0.5,0,8,14,0.0,0.0,0.0,6
scene_08_40_000026,test,scene_08,scene_08,000026,40,40,scene_08,13,12,0.25,0,12,13,0.0,0.0,0.0,1
scene_08_40_000026,test,scene_08,scene_08,000026,40,40,scene_08,13,12,0.5,0,12,13,0.0,0.0,0.0,1
scene_08_40_000027,test,scene_08,scene_08,000027,40,40,scene_08,14,11,0.25,0,11,14,0.0,0.0,0.0,3
scene_08_40_000027,test,scene_08,scene_08,000027,40,40,scene_08,14,11,0.5,0,11,14,0.0,0.0,0.0,3
scene_08_40_000028,test,scene_08,scene_08,000028,40,40,scene_08,18,19,0.25,0,19,18,0.0,0.0,0.0,1
scene_08_40_000028,test,scene_08,scene_08,000028,40,40,scene_08,18,19,0.5,0,19,18,0.0,0.0,0.0,1
scene_08_40_000029,test,scene_08,scene_08,000029,40,40,scene_08,22,21,0.25,0,21,22,0.0,0.0,0.0,1
scene_08_40_000029,test,scene_08,scene_08,000029,40,40,scene_08,22,21,0.5,0,21,22,0.0,0.0,0.0,1
scene_08_40_000030,test,scene_08,scene_08,000030,40,40,scene_08,24,23,0.25,0,23,24,0.0,0.0,0.0,1
scene_08_40_000030,test,scene_08,scene_08,000030,40,40,scene_08,24,23,0.5,0,23,24,0.0,0.0,0.0,1
scene_08_40_000031,test,scene_08,scene_08,000031,40,40,scene_08,26,23,0.25,0,23,26,0.0,0.0,0.0,3
scene_08_40_000031,test,scene_08,scene_08,000031,40,40,scene_08,26,23,0.5,0,23,26,0.0,0.0,0.0,3
scene_08_40_000032,test,scene_08,scene_08,000032,40,40,scene_08,23,22,0.25,0,22,23,0.0,0.0,0.0,1
scene_08_40_000032,test,scene_08,scene_08,000032,40,40,scene_08,23,22,0.5,0,22,23,0.0,0.0,0.0,1
scene_08_40_000033,test,scene_08,scene_08,000033,40,40,scene_08,18,19,0.25,0,19,18,0.0,0.0,0.0,1
scene_08_40_000033,test,scene_08,scene_08,000033,40,40,scene_08,18,19,0.5,0,19,18,0.0,0.0,0.0,1
scene_08_40_000034,test,scene_08,scene_08,000034,40,40,scene_08,13,12,0.25,0,12,13,0.0,0.0,0.0,1
scene_08_40_000034,test,scene_08,scene_08,000034,40,40,scene_08,13,12,0.5,0,12,13,0.0,0.0,0.0,1
scene_08_40_000035,test,scene_08,scene_08,000035,40,40,scene_08,16,15,0.25,0,15,16,0.0,0.0,0.0,1
scene_08_40_000035,test,scene_08,scene_08,000035,40,40,scene_08,16,15,0.5,0,15,16,0.0,0.0,0.0,1
scene_08_40_000036,test,scene_08,scene_08,000036,40,40,scene_08,23,20,0.25,0,20,23,0.0,0.0,0.0,3
scene_08_40_000036,test,scene_08,scene_08,000036,40,40,scene_08,23,20,0.5,0,20,23,0.0,0.0,0.0,3
scene_08_40_000037,test,scene_08,scene_08,000037,40,40,scene_08,32,27,0.25,0,27,32,0.0,0.0,0.0,5
scene_08_40_000037,test,scene_08,scene_08,000037,40,40,scene_08,32,27,0.5,0,27,32,0.0,0.0,0.0,5
scene_08_40_000038,test,scene_08,scene_08,000038,40,40,scene_08,25,18,0.25,0,18,25,0.0,0.0,0.0,7
