sample_uid,split,scene_id,sequence_id,frame_id,height_m,height_category,scene_category,gt_instances,pred_instances,iou_threshold,tp,fp,fn,precision,recall,f1,absolute_count_error
scene_08_30_000000,test,scene_08,scene_08,000000,30,30,scene_08,2,17,0.25,0,17,2,0.0,0.0,0.0,15
scene_08_30_000000,test,scene_08,scene_08,000000,30,30,scene_08,2,17,0.5,0,17,2,0.0,0.0,0.0,15
scene_08_30_000001,test,scene_08,scene_08,000001,30,30,scene_08,2,26,0.25,0,26,2,0.0,0.0,0.0,24
scene_08_30_000001,test,scene_08,scene_08,000001,30,30,scene_08,2,26,0.5,0,26,2,0.0,0.0,0.0,24
scene_08_30_000004,test,scene_08,scene_08,000004,30,30,scene_08,5,16,0.25,0,16,5,0.0,0.0,0.0,11
scene_08_30_000004,test,scene_08,scene_08,000004,30,30,scene_08,5,16,0.5,0,16,5,0.0,0.0,0.0,11
scene_08_30_000005,test,scene_08,scene_08,000005,30,30,scene_08,4,17,0.25,0,17,4,0.0,0.0,0.0,13
scene_08_30_000005,test,scene_08,scene_08,000005,30,30,scene_08,4,17,0.5,0,17,4,0.0,0.0,0.0,13
scene_08_30_000006,test,scene_08,scene_08,000006,30,30,scene_08,5,17,0.25,0,17,5,0.0,0.0,0.0,12
scene_08_30_000006,test,scene_08,scene_08,000006,30,30,scene_08,5,17,0.5,0,17,5,0.0,0.0,0.0,12
scene_08_30_000007,test,scene_08,scene_08,000007,30,30,scene_08,6,16,0.25,0,16,6,0.0,0.0,0.0,10
scene_08_30_000007,test,scene_08,scene_08,000007,30,30,scene_08,6,16,0.5,0,16,6,0.0,0.0,0.0,10
scene_08_30_000008,test,scene_08,scene_08,000008,30,30,scene_08,8,11,0.25,0,11,8,0.0,0.0,0.0,3
scene_08_30_000008,test,scene_08,scene_08,000008,30,30,scene_08,8,11,0.5,0,11,8,0.0,0.0,0.0,3
scene_08_30_000009,test,scene_08,scene_08,000009,30,30,scene_08,10,10,0.25,0,10,10,0.0,0.0,0.0,0
scene_08_30_000009,test,scene_08,scene_08,000009,30,30,scene_08,10,10,0.5,0,10,10,0.0,0.0,0.0,0
scene_08_30_000010,test,scene_08,scene_08,000010,30,30,scene_08,12,19,0.25,0,19,12,0.0,0.0,0.0,7
scene_08_30_000010,test,scene_08,scene_08,000010,30,30,scene_08,12,19,0.5,0,19,12,0.0,0.0,0.0,7
scene_08_30_000011,test,scene_08,scene_08,000011,30,30,scene_08,17,17,0.25,0,17,17,0.0,0.0,0.0,0
scene_08_30_000011,test,scene_08,scene_08,000011,30,30,scene_08,17,17,0.5,0,17,17,0.0,0.0,0.0,0
scene_08_30_000012,test,scene_08,scene_08,000012,30,30,scene_08,18,16,0.25,0,16,18,0.0,0.0,0.0,2
scene_08_30_000012,test,scene_08,scene_08,000012,30,30,scene_08,18,16,0.5,0,16,18,0.0,0.0,0.0,2
scene_08_30_000013,test,scene_08,scene_08,000013,30,30,scene_08,18,22,0.25,0,22,18,0.0,0.0,0.0,4
scene_08_30_000013,test,scene_08,scene_08,000013,30,30,scene_08,18,22,0.5,0,22,18,0.0,0.0,0.0,4
scene_08_30_000014,test,scene_08,scene_08,000014,30,30,scene_08,14,19,0.25,0,19,14,0.0,0.0,0.0,5
scene_08_30_000014,test,scene_08,scene_08,000014,30,30,scene_08,14,19,0.5,0,19,14,0.0,0.0,0.0,5
scene_08_30_000015,test,scene_08,scene_08,000015,30,30,scene_08,13,14,0.25,0,14,13,0.0,0.0,0.0,1
scene_08_30_000015,test,scene_08,scene_08,000015,30,30,scene_08,13,14,0.5,0,14,13,0.0,0.0,0.0,1
scene_08_30_000016,test,scene_08,scene_08,000016,30,30,scene_08,12,15,0.25,0,15,12,0.0,0.0,0.0,3
scene_08_30_000016,test,scene_08,scene_08,000016,30,30,scene_08,12,15,0.5,0,15,12,0.0,0.0,0.0,3
scene_08_30_000017,test,scene_08,scene_08,000017,30,30,scene_08,14,14,0.25,0,14,14,0.0,0.0,0.0,0
scene_08_30_000017,test,scene_08,scene_08,000017,30,30,scene_08,14,14,0.5,0,14,14,0.0,0.0,0.0,0
scene_08_30_000018,test,scene_08,scene_08,000018,30,30,scene_08,20,22,0.25,0,22,20,0.0,0.0,0.0,2
scene_08_30_000018,test,scene_08,scene_08,000018,30,30,scene_08,20,22,0.5,0,22,20,0.0,0.0,0.0,2
scene_08_30_000019,test,scene_08,scene_08,000019,30,30,scene_08,20,27,0.25,0,27,20,0.0,0.0,0.0,7
scene_08_30_000019,test,scene_08,scene_08,000019,30,30,scene_08,20,27,0.5,0,27,20,0.0,0.0,0.0,7
scene_08_30_000020,test,scene_08,scene_08,000020,30,30,scene_08,24,25,0.25,0,25,24,0.0,0.0,0.0,1
scene_08_30_000020,test,scene_08,scene_08,000020,30,30,scene_08,24,25,0.5,0,25,24,0.0,0.0,0.0,1
scene_08_30_000021,test,scene_08,scene_08,000021,30,30,scene_08,22,24,0.25,0,24,22,0.0,0.0,0.0,2
scene_08_30_000021,test,scene_08,scene_08,000021,30,30,scene_08,22,24,0.5,0,24,22,0.0,0.0,0.0,2
scene_08_30_000022,test,scene_08,scene_08,000022,30,30,scene_08,20,12,0.25,0,12,20,0.0,0.0,0.0,8
scene_08_30_000022,test,scene_08,scene_08,000022,30,30,scene_08,20,12,0.5,0,12,20,0.0,0.0,0.0,8
scene_08_30_000023,test,scene_08,scene_08,000023,30,30,scene_08,16,24,0.25,2,22,14,0.08333333333333333,0.125,0.1,8
scene_08_30_000023,test,scene_08,scene_08,000023,30,30,scene_08,16,24,0.5,0,24,16,0.0,0.0,0.0,8
scene_08_30_000024,test,scene_08,scene_08,000024,30,30,scene_08,14,12,0.25,2,10,12,0.16666666666666666,0.14285714285714285,0.15384615384615385,2
scene_08_30_000024,test,scene_08,scene_08,000024,30,30,scene_08,14,12,0.5,0,12,14,0.0,0.0,0.0,2
scene_08_30_000025,test,scene_08,scene_08,000025,30,30,scene_08,9,11,0.25,1,10,8,0.09090909090909091,0.1111111111111111,0.1,2
scene_08_30_000025,test,scene_08,scene_08,000025,30,30,scene_08,9,11,0.5,0,11,9,0.0,0.0,0.0,2
scene_08_30_000026,test,scene_08,scene_08,000026,30,30,scene_08,10,18,0.25,0,18,10,0.0,0.0,0.0,8
scene_08_30_000026,test,scene_08,scene_08,000026,30,30,scene_08,10,18,0.5,0,18,10,0.0,0.0,0.0,8
scene_08_30_000027,test,scene_08,scene_08,000027,30,30,scene_08,9,21,0.25,0,21,9,0.0,0.0,0.0,12
scene_08_30_000027,test,scene_08,scene_08,000027,30,30,scene_08,9,21,0.5,0,21,9,0.0,0.0,0.0,12
scene_08_30_000028,test,scene_08,scene_08,000028,30,30,scene_08,7,20,0.25,0,20,7,0.0,0.0,0.0,13
scene_08_30_000028,test,scene_08,scene_08,000028,30,30,scene_08,7,20,0.5,0,20,7,0.0,0.0,0.0,13
scene_08_30_000029,test,scene_08,scene_08,000029,30,30,scene_08,5,5,0.25,0,5,5,0.0,0.0,0.0,0
scene_08_30_000029,test,scene_08,scene_08,000029,30,30,scene_08,5,5,0.5,0,5,5,0.0,0.0,0.0,0
scene_08_30_000030,test,scene_08,scene_08,000030,30,30,scene_08,5,15,0.25,0,15,5,0.0,0.0,0.0,10
scene_08_30_000030,test,scene_08,scene_08,000030,30,30,scene_08,5,15,0.5,0,15,5,0.0,0.0,0.0,10
scene_08_30_000032,test,scene_08,scene_08,000032,30,30,scene_08,2,19,0.25,0,19,2,0.0,0.0,0.0,17
scene_08_30_000032,test,scene_08,scene_08,000032,30,30,scene_08,2,19,0.5,0,19,2,0.0,0.0,0.0,17
scene_08_30_000033,test,scene_08,scene_08,000033,30,30,scene_08,2,16,0.25,0,16,2,0.0,0.0,0.0,14
scene_08_30_000033,test,scene_08,scene_08,000033,30,30,scene_08,2,16,0.5,0,16,2,0.0,0.0,0.0,14
scene_08_30_000034,test,scene_08,scene_08,000034,30,30,scene_08,2,8,0.25,0,8,2,0.0,0.0,0.0,6
scene_08_30_000034,test,scene_08,scene_08,000034,30,30,scene_08,2,8,0.5,0,8,2,0.0,0.0,0.0,6
scene_08_30_000035,test,scene_08,scene_08,000035,30,30,scene_08,3,19,0.25,0,19,3,0.0,0.0,0.0,16
scene_08_30_000035,test,scene_08,scene_08,000035,30,30,scene_08,3,19,0.5,0,19,3,0.0,0.0,0.0,16
scene_08_30_000036,test,scene_08,scene_08,000036,30,30,scene_08,3,7,0.25,0,7,3,0.0,0.0,0.0,4
scene_08_30_000036,test,scene_08,scene_08,000036,30,30,scene_08,3,7,0.5,0,7,3,0.0,0.0,0.0,4
scene_08_30_000039,test,scene_08,scene_08,000039,30,30,scene_08,6,15,0.25,0,15,6,0.0,0.0,0.0,9
scene_08_30_000039,test,scene_08,scene_08,000039,30,30,scene_08,6,15,0.5,0,15,6,0.0,0.0,0.0,9
scene_08_30_000040,test,scene_08,scene_08,000040,30,30,scene_08,8,13,0.25,0,13,8,0.0,0.0,0.0,5
scene_08_30_000040,test,scene_08,scene_08,000040,30,30,scene_08,8,13,0.5,0,13,8,0.0,0.0,0.0,5
scene_08_30_000041,test,scene_08,scene_08,000041,30,30,scene_08,11,6,0.25,0,6,11,0.0,0.0,0.0,5
scene_08_30_000041,test,scene_08,scene_08,000041,30,30,scene_08,11,6,0.5,0,6,11,0.0,0.0,0.0,5
scene_08_30_000042,test,scene_08,scene_08,000042,30,30,scene_08,11,11,0.25,0,11,11,0.0,0.0,0.0,0
scene_08_30_000042,test,scene_08,scene_08,000042,30,30,scene_08,11,11,0.5,0,11,11,0.0,0.0,0.0,0
scene_08_30_000043,test,scene_08,scene_08,000043,30,30,scene_08,13,12,0.25,2,10,11,0.16666666666666666,0.15384615384615385,0.16,1
scene_08_30_000043,test,scene_08,scene_08,000043,30,30,scene_08,13,12,0.5,0,12,13,0.0,0.0,0.0,1
scene_08_30_000044,test,scene_08,scene_08,000044,30,30,scene_08,15,7,0.25,3,4,12,0.42857142857142855,0.2,0.2727272727272727,8
scene_08_30_000044,test,scene_08,scene_08,000044,30,30,scene_08,15,7,0.5,0,7,15,0.0,0.0,0.0,8
scene_08_30_000045,test,scene_08,scene_08,000045,30,30,scene_08,17,13,0.25,2,11,15,0.15384615384615385,0.11764705882352941,0.13333333333333333,4
scene_08_30_000045,test,scene_08,scene_08,000045,30,30,scene_08,17,13,0.5,0,13,17,0.0,0.0,0.0,4
scene_08_30_000046,test,scene_08,scene_08,000046,30,30,scene_08,21,9,0.25,1,8,20,0.1111111111111111,0.047619047619047616,0.06666666666666667,12
scene_08_30_000046,test,scene_08,scene_08,000046,30,30,scene_08,21,9,0.5,0,9,21,0.0,0.0,0.0,12
scene_08_30_000047,test,scene_08,scene_08,000047,30,30,scene_08,22,14,0.25,0,14,22,0.0,0.0,0.0,8
scene_08_30_000047,test,scene_08,scene_08,000047,30,30,scene_08,22,14,0.5,0,14,22,0.0,0.0,0.0,8
scene_08_30_000048,test,scene_08,scene_08,000048,30,30,scene_08,29,26,0.25,0,26,29,0.0,0.0,0.0,3
scene_08_30_000048,test,scene_08,scene_08,000048,30,30,scene_08,29,26,0.5,0,26,29,0.0,0.0,0.0,3
scene_08_30_000049,test,scene_08,scene_08,000049,30,30,scene_08,21,18,0.25,0,18,21,0.0,0.0,0.0,3
scene_08_30_000049,test,scene_08,scene_08,000049,30,30,scene_08,21,18,0.5,0,18,21,0.0,0.0,0.0,3
scene_08_30_000050,test,scene_08,scene_08,000050,30,30,scene_08,19,15,0.25,0,15,19,0.0,0.0,0.0,4
scene_08_30_000050,test,scene_08,scene_08,000050,30,30,scene_08,19,15,0.5,0,15,19,0.0,0.0,0.0,4
scene_08_30_000051,test,scene_08,scene_08,000051,30,30,scene_08,15,11,0.25,0,11,15,0.0,0.0,0.0,4
scene_08_30_000051,test,scene_08,scene_08,000051,30,30,scene_08,15,11,0.5,0,11,15,0.0,0.0,0.0,4
scene_08_30_000052,test,scene_08,scene_08,000052,30,30,scene_08,14,10,0.25,0,10,14,0.0,0.0,0.0,4
scene_08_30_000052,test,scene_08,scene_08,000052,30,30,scene_08,14,10,0.5,0,10,14,0.0,0.0,0.0,4
scene_08_30_000053,test,scene_08,scene_08,000053,30,30,scene_08,24,13,0.25,0,13,24,0.0,0.0,0.0,11
scene_08_30_000053,test,scene_08,scene_08,000053,30,30,scene_08,24,13,0.5,0,13,24,0.0,0.0,0.0,11
scene_08_30_000054,test,scene_08,scene_08,000054,30,30,scene_08,26,20,0.25,0,20,26,0.0,0.0,0.0,6
scene_08_30_000054,test,scene_08,scene_08,000054,30,30,scene_08,26,20,0.5,0,20,26,0.0,0.0,0.0,6
scene_08_30_000055,test,scene_08,scene_08,000055,30,30,scene_08,30,12,0.25,0,12,30,0.0,0.0,0.0,18
scene_08_30_000055,test,scene_08,scene_08,000055,30,30,scene_08,30,12,0.5,0,12,30,0.0,0.0,0.0,18
scene_08_30_000056,test,scene_08,scene_08,000056,30,30,scene_08,25,13,0.25,0,13,25,0.0,0.0,0.0,12
scene_08_30_000056,test,scene_08,scene_08,000056,30,30,scene_08,25,13,0.5,0,13,25,0.0,0.0,0.0,12
scene_08_30_000057,test,scene_08,scene_08,000057,30,30,scene_08,24,16,0.25,1,15,23,0.0625,0.041666666666666664,0.05,8
scene_08_30_000057,test,scene_08,scene_08,000057,30,30,scene_08,24,16,0.5,0,16,24,0.0,0.0,0.0,8
scene_08_30_000058,test,scene_08,scene_08,000058,30,30,scene_08,20,15,0.25,0,15,20,0.0,0.0,0.0,5
scene_08_30_000058,test,scene_08,scene_08,000058,30,30,scene_08,20,15,0.5,0,15,20,0.0,0.0,0.0,5
scene_08_30_000059,test,scene_08,scene_08,000059,30,30,scene_08,18,20,0.25,0,20,18,0.0,0.0,0.0,2
scene_08_30_000059,test,scene_08,scene_08,000059,30,30,scene_08,18,20,0.5,0,20,18,0.0,0.0,0.0,2
scene_08_30_000060,test,scene_08,scene_08,000060,30,30,scene_08,16,13,0.25,0,13,16,0.0,0.0,0.0,3
scene_08_30_000060,test,scene_08,scene_08,000060,30,30,scene_08,16,13,0.5,0,13,16,0.0,0.0,0.0,3
scene_08_30_000061,test,scene_08,scene_08,000061,30,30,scene_08,14,11,0.25,0,11,14,0.0,0.0,0.0,3
scene_08_30_000061,test,scene_08,scene_08,000061,30,30,scene_08,14,11,0.5,0,11,14,0.0,0.0,0.0,3
scene_08_30_000062,test,scene_08,scene_08,000062,30,30,scene_08,12,10,0.25,0,10,12,0.0,0.0,0.0,2
scene_08_30_000062,test,scene_08,scene_08,000062,30,30,scene_08,12,10,0.5,0,10,12,0.0,0.0,0.0,2
scene_08_30_000063,test,scene_08,scene_08,000063,30,30,scene_08,13,16,0.25,0,16,13,0.0,0.0,0.0,3
scene_08_30_000063,test,scene_08,scene_08,000063,30,30,scene_08,13,16,0.5,0,16,13,0.0,0.0,0.0,3
scene_08_30_000064,test,scene_08,scene_08,000064,30,30,scene_08,7,14,0.25,0,14,7,0.0,0.0,0.0,7
scene_08_30_000064,test,scene_08,scene_08,000064,30,30,scene_08,7,14,0.5,0,14,7,0.0,0.0,0.0,7
scene_08_30_000065,test,scene_08,scene_08,000065,30,30,scene_08,4,14,0.25,0,14,4,0.0,0.0,0.0,10
scene_08_30_000065,test,scene_08,scene_08,000065,30,30,scene_08,4,14,0.5,0,14,4,0.0,0.0,0.0,10
scene_08_30_000068,test,scene_08,scene_08,000068,30,30,scene_08,2,9,0.25,0,9,2,0.0,0.0,0.0,7
scene_08_30_000068,test,scene_08,scene_08,000068,30,30,scene_08,2,9,0.5,0,9,2,0.0,0.0,0.0,7
scene_08_30_000069,test,scene_08,scene_08,000069,30,30,scene_08,4,8,0.25,0,8,4,0.0,0.0,0.0,4
scene_08_30_000069,test,scene_08,scene_08,000069,30,30,scene_08,4,8,0.5,0,8,4,0.0,0.0,0.0,4
scene_08_30_000070,test,scene_08,scene_08,000070,30,30,scene_08,6,14,0.25,0,14,6,0.0,0.0,0.0,8
scene_08_30_000070,test,scene_08,scene_08,000070,30,30,scene_08,6,14,0.5,0,14,6,0.0,0.0,0.0,8
scene_08_30_000071,test,scene_08,scene_08,000071,30,30,scene_08,3,16,0.25,0,16,3,0.0,0.0,0.0,13
scene_08_30_000071,test,scene_08,scene_08,000071,30,30,scene_08,3,16,0.5,0,16,3,0.0,0.0,0.0,13
scene_08_30_000072,test,scene_08,scene_08,000072,30,30,scene_08,12,6,0.25,0,6,12,0.0,0.0,0.0,6
scene_08_30_000072,test,scene_08,scene_08,000072,30,30,scene_08,12,6,0.5,0,6,12,0.0,0.0,0.0,6
scene_08_30_000073,test,scene_08,scene_08,000073,30,30,scene_08,17,9,0.25,0,9,17,0.0,0.0,0.0,8
scene_08_30_000073,test,scene_08,scene_08,000073,30,30,scene_08,17,9,0.5,0,9,17,0.0,0.0,0.0,8
scene_08_30_000074,test,scene_08,scene_08,000074,30,30,scene_08,20,13,0.25,0,13,20,0.0,0.0,0.0,7
scene_08_30_000074,test,scene_08,scene_08,000074,30,30,scene_08,20,13,0.5,0,13,20,0.0,0.0,0.0,7
scene_08_30_000075,test,scene_08,scene_08,000075,30,30,scene_08,19,5,0.25,0,5,19,0.0,0.0,0.0,14
scene_08_30_000075,test,scene_08,scene_08,000075,30,30,scene_08,19,5,0.5,0,5,19,0.0,0.0,0.0,14
scene_08_30_000076,test,scene_08,scene_08,000076,30,30,scene_08,23,11,0.25,3,8,20,0.2727272727272727,0.13043478260869565,0.17647058823529413,12
scene_08_30_000076,test,scene_08,scene_08,000076,30,30,scene_08,23,11,0.5,0,11,23,0.0,0.0,0.0,12
scene_08_30_000077,test,scene_08,scene_08,000077,30,30,scene_08,23,16,0.25,2,14,21,0.125,0.08695652173913043,0.10256410256410256,7
scene_08_30_000077,test,scene_08,scene_08,000077,30,30,scene_08,23,16,0.5,0,16,23,0.0,0.0,0.0,7
scene_08_30_000078,test,scene_08,scene_08,000078,30,30,scene_08,25,13,0.25,1,12,24,0.07692307692307693,0.04,0.05263157894736842,12
scene_08_30_000078,test,scene_08,scene_08,000078,30,30,scene_08,25,13,0.5,0,13,25,0.0,0.0,0.0,12
scene_08_30_000079,test,scene_08,scene_08,000079,30,30,scene_08,33,20,0.25,0,20,33,0.0,0.0,0.0,13
scene_08_30_000079,test,scene_08,scene_08,000079,30,30,scene_08,33,20,0.5,0,20,33,0.0,0.0,0.0,13
scene_08_30_000080,test,scene_08,scene_08,000080,30,30,scene_08,29,18,0.25,0,18,29,0.0,0.0,0.0,11
scene_08_30_000080,test,scene_08,scene_08,000080,30,30,scene_08,29,18,0.5,0,18,29,0.0,0.0,0.0,11
scene_08_30_000081,test,scene_08,scene_08,000081,30,30,scene_08,39,11,0.25,0,11,39,0.0,0.0,0.0,28
scene_08_30_000081,test,scene_08,scene_08,000081,30,30,scene_08,39,11,0.5,0,11,39,0.0,0.0,0.0,28
scene_08_30_000082,test,scene_08,scene_08,000082,30,30,scene_08,30,17,0.25,0,17,30,0.0,0.0,0.0,13
scene_08_30_000082,test,scene_08,scene_08,000082,30,30,scene_08,30,17,0.5,0,17,30,0.0,0.0,0.0,13
scene_08_30_000083,test,scene_08,scene_08,000083,30,30,scene_08,24,17,0.25,0,17,24,0.0,0.0,0.0,7
scene_08_30_000083,test,scene_08,scene_08,000083,30,30,scene_08,24,17,0.5,0,17,24,0.0,0.0,0.0,7
scene_08_30_000084,test,scene_08,scene_08,000084,30,30,scene_08,20,15,0.25,0,15,20,0.0,0.0,0.0,5
scene_08_30_000084,test,scene_08,scene_08,000084,30,30,scene_08,20,15,0.5,0,15,20,0.0,0.0,0.0,5
scene_08_30_000085,test,scene_08,scene_08,000085,30,30,scene_08,19,7,0.25,0,7,19,0.0,0.0,0.0,12
scene_08_30_000085,test,scene_08,scene_08,000085,30,30,scene_08,19,7,0.5,0,7,19,0.0,0.0,0.0,12
scene_08_30_000086,test,scene_08,scene_08,000086,30,30,scene_08,17,9,0.25,0,9,17,0.0,0.0,0.0,8
scene_08_30_000086,test,scene_08,scene_08,000086,30,30,scene_08,17,9,0.5,0,9,17,0.0,0.0,0.0,8
scene_08_30_000087,test,scene_08,scene_08,000087,30,30,scene_08,26,14,0.25,0,14,26,0.0,0.0,0.0,12
scene_08_30_000087,test,scene_08,scene_08,000087,30,30,scene_08,26,14,0.5,0,14,26,0.0,0.0,0.0,12
scene_08_30_000088,test,scene_08,scene_08,000088,30,30,scene_08,31,18,0.25,0,18,31,0.0,0.0,0.0,13
scene_08_30_000088,test,scene_08,scene_08,000088,30,30,scene_08,31,18,0.5,0,18,31,0.0,0.0,0.0,13
scene_08_30_000089,test,scene_08,scene_08,000089,30,30,scene_08,27,16,0.25,0,16,27,0.0,0.0,0.0,11
scene_08_30_000089,test,scene_08,scene_08,000089,30,30,scene_08,27,16,0.5,0,16,27,0.0,0.0,0.0,11
scene_08_30_000090,test,scene_08,scene_08,000090,30,30,scene_08,37,15,0.25,0,15,37,0.0,0.0,0.0,22
scene_08_30_000090,test,scene_08,scene_08,000090,30,30,scene_08,37,15,0.5,0,15,37,0.0,0.0,0.0,22
scene_08_30_000091,test,scene_08,scene_08,000091,30,30,scene_08,33,13,0.25,1,12,32,0.07692307692307693,0.030303030303030304,0.043478260869565216,20
scene_08_30_000091,test,scene_08,scene_08,000091,30,30,scene_08,33,13,0.5,0,13,33,0.0,0.0,0.0,20
scene_08_30_000092,test,scene_08,scene_08,000092,30,30,scene_08,27,14,0.25,2,12,25,0.14285714285714285,0.07407407407407407,0.0975609756097561,13
scene_08_30_000092,test,scene_08,scene_08,000092,30,30,scene_08,27,14,0.5,0,14,27,0.0,0.0,0.0,13
scene_08_30_000093,test,scene_08,scene_08,000093,30,30,scene_08,24,23,0.25,4,19,20,0.17391304347826086,0.16666666666666666,0.1702127659574468,1
scene_08_30_000093,test,scene_08,scene_08,000093,30,30,scene_08,24,23,0.5,0,23,24,0.0,0.0,0.0,1
scene_08_30_000094,test,scene_08,scene_08,000094,30,30,scene_08,21,16,0.25,4,12,17,0.25,0.19047619047619047,0.21621621621621623,5
scene_08_30_000094,test,scene_08,scene_08,000094,30,30,scene_08,21,16,0.5,0,16,21,0.0,0.0,0.0,5
scene_08_30_000095,test,scene_08,scene_08,000095,30,30,scene_08,20,15,0.25,3,12,17,0.2,0.15,0.17142857142857143,5
scene_08_30_000095,test,scene_08,scene_08,000095,30,30,scene_08,20,15,0.5,0,15,20,0.0,0.0,0.0,5
scene_08_30_000096,test,scene_08,scene_08,000096,30,30,scene_08,16,10,0.25,2,8,14,0.2,0.125,0.15384615384615385,6
scene_08_30_000096,test,scene_08,scene_08,000096,30,30,scene_08,16,10,0.5,0,10,16,0.0,0.0,0.0,6
scene_08_30_000097,test,scene_08,scene_08,000097,30,30,scene_08,17,16,0.25,0,16,17,0.0,0.0,0.0,1
scene_08_30_000097,test,scene_08,scene_08,000097,30,30,scene_08,17,16,0.5,0,16,17,0.0,0.0,0.0,1
scene_08_30_000098,test,scene_08,scene_08,000098,30,30,scene_08,10,17,0.25,0,17,10,0.0,0.0,0.0,7
scene_08_30_000098,test,scene_08,scene_08,000098,30,30,scene_08,10,17,0.5,0,17,10,0.0,0.0,0.0,7
scene_08_30_000099,test,scene_08,scene_08,000099,30,30,scene_08,12,9,0.25,0,9,12,0.0,0.0,0.0,3
scene_08_30_000099,test,scene_08,scene_08,000099,30,30,scene_08,12,9,0.5,0,9,12,0.0,0.0,0.0,3
scene_08_30_000103,test,scene_08,scene_08,000103,30,30,scene_08,10,16,0.25,0,16,10,0.0,0.0,0.0,6
scene_08_30_000103,test,scene_08,scene_08,000103,30,30,scene_08,10,16,0.5,0,16,10,0.0,0.0,0.0,6
scene_08_30_000104,test,scene_08,scene_08,000104,30,30,scene_08,13,10,0.25,0,10,13,0.0,0.0,0.0,3
scene_08_30_000104,test,scene_08,scene_08,000104,30,30,scene_08,13,10,0.5,0,10,13,0.0,0.0,0.0,3
scene_08_30_000105,test,scene_08,scene_08,000105,30,30,scene_08,15,8,0.25,0,8,15,0.0,0.0,0.0,7
scene_08_30_000105,test,scene_08,scene_08,000105,30,30,scene_08,15,8,0.5,0,8,15,0.0,0.0,0.0,7
scene_08_30_000106,test,scene_08,scene_08,000106,30,30,scene_08,19,10,0.25,0,10,19,0.0,0.0,0.0,9
scene_08_30_000106,test,scene_08,scene_08,000106,30,30,scene_08,19,10,0.5,0,10,19,0.0,0.0,0.0,9
scene_08_30_000107,test,scene_08,scene_08,000107,30,30,scene_08,20,10,0.25,2,8,18,0.2,0.1,0.13333333333333333,10
scene_08_30_000107,test,scene_08,scene_08,000107,30,30,scene_08,20,10,0.5,0,10,20,0.0,0.0,0.0,10
scene_08_30_000108,test,scene_08,scene_08,000108,30,30,scene_08,26,9,0.25,3,6,23,0.3333333333333333,0.11538461538461539,0.17142857142857143,17
scene_08_30_000108,test,scene_08,scene_08,000108,30,30,scene_08,26,9,0.5,0,9,26,0.0,0.0,0.0,17
scene_08_30_000109,test,scene_08,scene_08,000109,30,30,scene_08,24,17,0.25,3,14,21,0.17647058823529413,0.125,0.14634146341463414,7
scene_08_30_000109,test,scene_08,scene_08,000109,30,30,scene_08,24,17,0.5,0,17,24,0.0,0.0,0.0,7
scene_08_30_000110,test,scene_08,scene_08,000110,30,30,scene_08,24,15,0.25,3,12,21,0.2,0.125,0.15384615384615385,9
scene_08_30_000110,test,scene_08,scene_08,000110,30,30,scene_08,24,15,0.5,0,15,24,0.0,0.0,0.0,9
scene_08_30_000111,test,scene_08,scene_08,000111,30,30,scene_08,26,14,0.25,2,12,24,0.14285714285714285,0.07692307692307693,0.1,12
scene_08_30_000111,test,scene_08,scene_08,000111,30,30,scene_08,26,14,0.5,0,14,26,0.0,0.0,0.0,12
scene_08_30_000112,test,scene_08,scene_08,000112,30,30,scene_08,31,18,0.25,0,18,31,0.0,0.0,0.0,13
scene_08_30_000112,test,scene_08,scene_08,000112,30,30,scene_08,31,18,0.5,0,18,31,0.0,0.0,0.0,13
scene_08_30_000113,test,scene_08,scene_08,000113,30,30,scene_08,40,17,0.25,0,17,40,0.0,0.0,0.0,23
scene_08_30_000113,test,scene_08,scene_08,000113,30,30,scene_08,40,17,0.5,0,17,40,0.0,0.0,0.0,23
scene_08_30_000114,test,scene_08,scene_08,000114,30,30,scene_08,28,16,0.25,0,16,28,0.0,0.0,0.0,12
scene_08_30_000114,test,scene_08,scene_08,000114,30,30,scene_08,28,16,0.5,0,16,28,0.0,0.0,0.0,12
scene_08_30_000115,test,scene_08,scene_08,000115,30,30,scene_08,31,13,0.25,1,12,30,0.07692307692307693,0.03225806451612903,0.045454545454545456,18
scene_08_30_000115,test,scene_08,scene_08,000115,30,30,scene_08,31,13,0.5,0,13,31,0.0,0.0,0.0,18
scene_08_30_000116,test,scene_08,scene_08,000116,30,30,scene_08,21,13,0.25,1,12,20,0.07692307692307693,0.047619047619047616,0.058823529411764705,8
scene_08_30_000116,test,scene_08,scene_08,000116,30,30,scene_08,21,13,0.5,0,13,21,0.0,0.0,0.0,8
scene_08_30_000117,test,scene_08,scene_08,000117,30,30,scene_08,18,11,0.25,0,11,18,0.0,0.0,0.0,7
scene_08_30_000117,test,scene_08,scene_08,000117,30,30,scene_08,18,11,0.5,0,11,18,0.0,0.0,0.0,7
scene_08_30_000118,test,scene_08,scene_08,000118,30,30,scene_08,12,6,0.25,0,6,12,0.0,0.0,0.0,6
scene_08_30_000118,test,scene_08,scene_08,000118,30,30,scene_08,12,6,0.5,0,6,12,0.0,0.0,0.0,6
scene_08_30_000119,test,scene_08,scene_08,000119,30,30,scene_08,11,20,0.25,0,20,11,0.0,0.0,0.0,9
scene_08_30_000119,test,scene_08,scene_08,000119,30,30,scene_08,11,20,0.5,0,20,11,0.0,0.0,0.0,9
